['4e4f90fcfb', 'context', '�\xadлектроника']
['4cb5a6bcb8', 'other', 'Бытовая техника']
['caa27eae10', 'context', '�\xadлектроника']
['ff14642c08', 'other', 'Бытовая техника']
['44588078df', 'context', '�\xadлектроника']
['1a05d6c730', 'other', 'Бытовая техника']
['f245bb55c3', 'other', 'Досуг']
['cdb6aa4391', 'context', 'Строительство и ремонт']
['530a05ae6c', 'other', 'Досуг']
['1ea90be965', 'other', 'Бытовая техника']
['003964fb7c', 'other', 'Бытовая техника']
['a0ec3dac75', 'other', 'Строительство и ремонт']
['88c0dce1cf', 'other', 'Бытовая техника']
['d4134ed19e', 'other', '�\xadлектроника']
['61e3f197ca', 'other', 'Бытовая техника']
['fe8b8dcb21', 'other', '�\xadлектроника']
['59b66805ef', 'other', '�\xadлектроника']
['92f8bea5fe', 'other', 'Бытовая техника']
['ae68f22a75', 'other', 'Продукты']
['18af76dd25', 'context', 'Продукты']
['61c18d254c', 'other', '�\xadлектроника']
['7b0e7243bc', 'other', '�\xadлектроника']
['81e6832ee6', 'other', 'Бытовая техника']
['a1a24feb57', 'context', 'Товары для животных']
['888f87aab1', 'other', 'Продукты']
['cbba1589ad', 'other', '�\xadлектроника']
['f22a0a44e8', 'other', 'Строительство и ремонт']
['2d107620e9', 'other', 'Досуг']
['3872ed9b3d', 'other', 'Досуг']
['d1e6923bbb', 'other', 'Досуг']
['943a44711a', 'email', '�\xadлектроника']
['c1ddaafb1e', 'other', 'Бытовая техника']
['e7eb914a64', 'other', 'Бытовая техника']
['94365f3c3c', 'other', 'Строительство и ремонт']
['82b1b62621', 'other', 'Бытовая техника']
['a8fb84e65f', 'other', 'Продукты']
['9d265c8827', 'other', 'Строительство и ремонт']
['901ab71c98', 'other', 'Бытовая техника']
['b3c7ecc3e7', 'context', 'Товары для животных']
['039a08e2ed', 'context', '�\xadлектроника']
['066f295f94', 'context', '�\xadлектроника']
['9655b1b1f2', 'other', '�\xadлектроника']
['8f069ac935', 'context', 'Бытовая техника']
['82cf43697a', 'other', '�\xadлектроника']
['66cadee5de', 'other', '�\xadлектроника']
['f1eac018c0', 'context', 'Бытовая техника']
['891b456fb7', 'context', 'Бытовая техника']
['85655e6cc4', 'email', 'Досуг']
['45f29a8b1c', 'email', 'Досуг']
['fb4823ab73', 'other', '�\xadлектроника']
['9d1cbdd2b6', 'other', '�\xadлектроника']
['cf51ed63b1', 'other', 'Продукты']
['fe10b1c1cb', 'other', 'Продукты']
['c3c06eac01', 'other', 'Продукты']
['f2d3556a97', 'None', 'Досуг']
['bed64312f5', 'other', 'Бытовая техника']
['2d8b2d1686', 'other', 'Досуг']
['5079386fb0', 'other', 'Бытовая техника']
['80c53fb88b', 'other', '�\xadлектроника']
['cf75e1b259', 'other', '�\xadлектроника']
['810a91e71c', 'other', 'Досуг']
['0130060d20', 'other', '�\xadлектроника']
['e310de87be', 'context', '�\xadлектроника']
['8e064c8923', 'other', 'Продукты']
['c6a3fbbe1c', 'other', 'Товары для животных']
['4295be8718', 'context', '�\xadлектроника']
['b96e008e99', 'other', 'Бытовая техника']
['2b8600d583', 'email', '�\xadлектроника']
['f932f3fc79', 'other', '�\xadлектроника']
['9fc1cc91a9', 'other', 'Досуг']
['9e1f40e2ad', 'context', 'Продукты']
['71d78f8041', 'other', '�\xadлектроника']
['1380cf1d31', 'context', 'Продукты']
['fa3d826ae5', 'other', '�\xadлектроника']
['2013926a7d', 'context', 'Бытовая техника']
['259bd88c10', 'other', 'Досуг']
['fddc8ccf87', 'email', 'Товары для животных']
['c6a1d83e80', 'other', '�\xadлектроника']
['c5575b3ccd', 'other', '�\xadлектроника']
['91168ac101', 'other', '�\xadлектроника']
['f8d04b3bab', 'context', 'Бытовая техника']
['d8c9e4302d', 'context', 'Товары для животных']
['7aec225fe3', 'other', '�\xadлектроника']
['d479c5ca79', 'context', 'Бытовая техника']
['f3bc138ba7', 'other', '�\xadлектроника']
['9868450411', 'other', '�\xadлектроника']
['fb564565e5', 'context', 'Продукты']
['1911790e2f', 'context', '�\xadлектроника']
['1de8af786f', 'email', 'Досуг']
['6f2d42b1b4', 'other', 'Строительство и ремонт']
['22afda5f30', 'other', 'Товары для животных']
['5a514b6314', 'other', 'Бытовая техника']
['f79eb9b7e1', 'other', 'Досуг']
['002df2a164', 'other', '�\xadлектроника']
['27b0957650', 'context', 'Досуг']
['bebdfcc4d5', 'context', 'Досуг']
['db45575d5c', 'other', '�\xadлектроника']
['4b5f1d8a29', 'context', 'Товары для животных']
['f4db8b8661', 'other', '�\xadлектроника']
['cf3d42efdb', 'context', 'Бытовая техника']
['116ab7dfdb', 'other', 'Товары для животных']
['2503149f1a', 'other', 'Досуг']
['caac80bd9f', 'email', 'Продукты']
['658a144951', 'other', '�\xadлектроника']
['d0324a3a90', 'other', '�\xadлектроника']
['365639b2e6', 'other', 'Досуг']
['e71ccb31ff', 'other', '�\xadлектроника']
['23c7a97567', 'other', 'Бытовая техника']
['443b0cc06d', 'context', 'Досуг']
['845f6d668b', 'other', 'Досуг']
['78af308a40', 'other', '�\xadлектроника']
['e9f4a9987e', 'context', 'Досуг']
['e51abe660d', 'context', 'Бытовая техника']
['41809c15be', 'other', 'Строительство и ремонт']
['b1d9605337', 'context', 'Бытовая техника']
['ebfa2b25da', 'context', 'Продукты']
['e47a9366cc', 'other', '�\xadлектроника']
['a059768d81', 'other', 'Товары для животных']
['0ed20a2ddd', 'other', 'Досуг']
['bbc1e1f9b8', 'context', 'Товары для животных']
['640260cc3b', 'other', '�\xadлектроника']
['734b594eab', 'other', 'Продукты']
['ba509339fc', 'other', 'Бытовая техника']
['d05aadb484', 'context', '�\xadлектроника']
['d515e2ba10', 'other', '�\xadлектроника']
['bd8288983b', 'context', '�\xadлектроника']
['cbb09deed7', 'other', '�\xadлектроника']
['a3e911d0a4', 'other', '�\xadлектроника']
['4c0ab7f407', 'context', 'Бытовая техника']
['90a6d7224e', 'other', '�\xadлектроника']
['5eebcbe4d3', 'context', 'Досуг']
['2935044c50', 'other', 'Продукты']
['f95efa0115', 'other', 'Продукты']
['5cb7da39c4', 'other', 'Продукты']
['3a150b1447', 'other', '�\xadлектроника']
['39fb38998a', 'other', 'Досуг']
['d7b04375dc', 'other', '�\xadлектроника']
['55b4f3e590', 'other', '�\xadлектроника']
['f8b1cf668e', 'other', 'Бытовая техника']
['99bfe68601', 'context', 'Досуг']
['04d051288f', 'context', '�\xadлектроника']
['89be27acd4', 'other', 'Бытовая техника']
['eb3ae65f0e', 'other', 'Товары для животных']
['8beb247fec', 'context', 'Бытовая техника']
['06dfe48d24', 'other', 'Строительство и ремонт']
['cfdf9ec1d9', 'other', 'Товары для животных']
['c0eb90c886', 'other', '�\xadлектроника']
['c798a28b5a', 'other', '�\xadлектроника']
['702a7c9329', 'other', '�\xadлектроника']
['4b671073b8', 'other', 'Товары для животных']
['82fda4a3db', 'other', '�\xadлектроника']
['f979bcfd47', 'context', '�\xadлектроника']
['cedb38c35d', 'other', 'Бытовая техника']
['77a118d777', 'other', '�\xadлектроника']
['44d3624fe2', 'context', '�\xadлектроника']
['89f57a5fa5', 'other', 'Продукты']
['9efead1a27', 'other', 'Товары для животных']
['764acdd193', 'other', 'Бытовая техника']
['8a493713f7', 'other', 'Бытовая техника']
['7522df0cfb', 'other', 'Строительство и ремонт']
['e79a1694c0', 'other', 'Строительство и ремонт']
['984ac2e629', 'other', 'Продукты']
['14d0b93a15', 'other', '�\xadлектроника']
['f26b3912b5', 'other', 'Строительство и ремонт']
['241663f2f5', 'other', '�\xadлектроника']
['9947cf8df9', 'context', 'Товары для животных']
['9f9561752f', 'context', '�\xadлектроника']
['cf539582a4', 'context', 'Бытовая техника']
['3427f7318d', 'other', '�\xadлектроника']
['62c99e2faa', 'other', 'Товары для животных']
['095741ef38', 'other', '�\xadлектроника']
['815c1489ef', 'context', 'Бытовая техника']
['3e9aa880d8', 'context', 'Товары для животных']
['6c21eece09', 'other', '�\xadлектроника']
['14079afb24', 'other', 'Бытовая техника']
['a3469319cf', 'other', '�\xadлектроника']
['1d75a9578e', 'other', '�\xadлектроника']
['0ff2726448', 'other', 'Строительство и ремонт']
['834adb8a24', 'other', '�\xadлектроника']
['26b766a67c', 'other', '�\xadлектроника']
['6336ec2237', 'context', '�\xadлектроника']
['59b632469a', 'email', 'Продукты']
['6e62aea2ac', 'other', 'Товары для животных']
['b7da0ddbcc', 'other', 'Досуг']
['b1d76bbd20', 'context', '�\xadлектроника']
['30419c574b', 'other', 'Бытовая техника']
['808dd4026d', 'other', 'Бытовая техника']
['7cec86ae36', 'context', 'Продукты']
['238ecbc71c', 'context', 'Строительство и ремонт']
['93055599ef', 'context', '�\xadлектроника']
['accb886c31', 'context', '�\xadлектроника']
['c0937039df', 'other', 'Товары для животных']
['7b4c37df9f', 'context', 'Бытовая техника']
['b0e4f573ab', 'other', '�\xadлектроника']
['c322359293', 'other', 'Досуг']
['91b3877d0b', 'other', 'Продукты']
['4cd627a79a', 'context', 'Бытовая техника']
['69f6133cee', 'other', 'Досуг']
['48a0366ef7', 'other', 'Досуг']
['0a99109c89', 'other', 'Бытовая техника']
['ef7f78010f', 'other', 'Товары для животных']
['3592329962', 'other', 'Досуг']
['840f55a051', 'other', '�\xadлектроника']
['79b47e5963', 'other', 'Бытовая техника']
['254f261a27', 'other', '�\xadлектроника']
['75e5d44f2e', 'other', '�\xadлектроника']
['7668ee2293', 'other', '�\xadлектроника']
['c255b3d73b', 'other', '�\xadлектроника']
['9f0e0ec552', 'other', 'Продукты']
['15d6e61a3a', 'other', 'Строительство и ремонт']
['1ca38fb162', 'other', '�\xadлектроника']
['8dd5745d87', 'other', 'Бытовая техника']
['1298f5743c', 'context', '�\xadлектроника']
['9462b43a30', 'other', 'Продукты']
['9d1ab10eae', 'other', '�\xadлектроника']
['47ae90b2ac', 'email', 'Бытовая техника']
['f4ead408ea', 'context', 'Продукты']
['64483f306e', 'other', 'Продукты']
['88806aef25', 'other', '�\xadлектроника']
['b5275e99e5', 'other', 'Досуг']
['6bddcbbd26', 'other', 'Бытовая техника']
['b49889e743', 'context', 'не определена']
['3731f56dbf', 'context', 'Продукты']
['9af51b58c9', 'other', 'Продукты']
['84d0cbe78c', 'other', 'Товары для животных']
['4401299eef', 'other', 'Продукты']
['cd43cf09a6', 'other', 'Бытовая техника']
['5072471680', 'context', 'Бытовая техника']
['d25f7086c3', 'other', '�\xadлектроника']
['40d63e5125', 'email', 'Досуг']
